MOF,Uptake
SnFSIX_2_Zn_i,2.720169437
SnFSIX_2_Zn_i,1.0943344347
SnFSIX_2_Zn_i,0.0592366975
SnFSIX_3_Cd,1.9236266442
SnFSIX_3_Cd,1.7825374323
SnFSIX_3_Cd,0.5568461068
SnFSIX_3_Co,2.185096256
SnFSIX_3_Co,2.1512106481
SnFSIX_3_Co,1.5179448709
SnFSIX_3_Cu,2.1576365032
SnFSIX_3_Cu,2.10033235
SnFSIX_3_Cu,1.1623320243
SnFSIX_3_Fe,2.1850762363
SnFSIX_3_Fe,2.1106295947
SnFSIX_3_Fe,1.0357245535
SnFSIX_3_Ni,2.1891715132
SnFSIX_3_Ni,2.1660853119
SnFSIX_3_Ni,1.7510080493
SnFSIX_3_Zn,2.1566541464
SnFSIX_3_Zn,2.122729702
SnFSIX_3_Zn,1.5344544106
SnFSIX_4_Cd_i,2.0916517658
SnFSIX_4_Cd_i,0.964345967
SnFSIX_4_Cd_i,0.0492970674
SnFSIX_4_Co_i,2.0110042366
SnFSIX_4_Co_i,0.8507715153
SnFSIX_4_Co_i,0.0396724405
SnFSIX_4_Cu_i,2.1014314088
SnFSIX_4_Cu_i,0.948390333
SnFSIX_4_Cu_i,0.0483011057
SnFSIX_4_Fe_i,2.0355508564
SnFSIX_4_Fe_i,0.8417655304
SnFSIX_4_Fe_i,0.0415211068
SnFSIX_4_Ni_i,2.0685184236
SnFSIX_4_Ni_i,0.9313527376
SnFSIX_4_Ni_i,0.0466096145
SnFSIX_4_Zn_i,2.0489936137
SnFSIX_4_Zn_i,0.9634599338
SnFSIX_4_Zn_i,0.0471933341
SnFSIX_5_Cd_i,0.3440373434
SnFSIX_5_Cd_i,0.0900285087
SnFSIX_5_Cd_i,0.0036179177
SnFSIX_5_Co_i,0.7536730916
SnFSIX_5_Co_i,0.1958221699
SnFSIX_5_Co_i,0.007980233
SnFSIX_5_Cu_i,0.6937573893
SnFSIX_5_Cu_i,0.1793898277
SnFSIX_5_Cu_i,0.0072778122
SnFSIX_5_Fe_i,0.6396698373
SnFSIX_5_Fe_i,0.1678355153
SnFSIX_5_Fe_i,0.0066464546
SnFSIX_5_Ni_i,0.7879224121
SnFSIX_5_Ni_i,0.2020159815
SnFSIX_5_Ni_i,0.0084541414
SnFSIX_5_Zn_i,0.7028657325
SnFSIX_5_Zn_i,0.1807731832
SnFSIX_5_Zn_i,0.0073976646
SnFSIX_6_Cd_i,0.973744663
SnFSIX_6_Cd_i,0.2476310873
SnFSIX_6_Cd_i,0.0100105881
SnFSIX_6_Co_i,1.2664959796
SnFSIX_6_Co_i,0.3191435937
SnFSIX_6_Co_i,0.0131719087
SnFSIX_6_Cu_i,1.2645440242
SnFSIX_6_Cu_i,0.3185496933
SnFSIX_6_Cu_i,0.0136323229
SnFSIX_6_Fe_i,1.1869056949
SnFSIX_6_Fe_i,0.3004478477
SnFSIX_6_Fe_i,0.0124302618
SnFSIX_6_Ni_i,1.3437500521
SnFSIX_6_Ni_i,0.3410003071
SnFSIX_6_Ni_i,0.0139103742
SnFSIX_6_Zn_i,1.2982308344
SnFSIX_6_Zn_i,0.330731159
SnFSIX_6_Zn_i,0.0133698814
SnFSIX_7_Cd,0.0754494347
SnFSIX_7_Cd,0.0188292665
SnFSIX_7_Cd,0.0007417352
SnFSIX_7_Co,0.0963197156
SnFSIX_7_Co,0.0238886923
SnFSIX_7_Co,0.0009394525
SnFSIX_7_Cu,0.0963502056
SnFSIX_7_Cu,0.0242896497
SnFSIX_7_Cu,0.0009749508
SnFSIX_7_Fe,0.0701096725
SnFSIX_7_Fe,0.0179663856
SnFSIX_7_Fe,0.0007072844
SnFSIX_7_Ni,0.075631135
SnFSIX_7_Ni,0.0190586257
SnFSIX_7_Ni,0.00075082
SnFSIX_7_Zn,0.0770804686
SnFSIX_7_Zn,0.018828471
SnFSIX_7_Zn,0.0007608226
SOBTUY,0.0066851062
SOBTUY,0.165364381
SOBTUY,0.6490857482
SOBZEQ,0.2165403795
SOBZEQ,1.6711654631
SOBZEQ,4.0502769518
SOBZOY,0.000596082
SOBZOY,0.0156183491
SOBZOY,0.0635340717
SOCKOM,0.0069229787
SOCKOM,0.1723994525
SOCKOM,0.6436243814
SOCLAZ,0.0027800849
SOCLAZ,0.0643052773
SOCLAZ,0.2077099221
SOCWOX,0.0113876542
SOCWOX,0.286366739
SOCWOX,1.082245646
SOGXAP,0.3963333611
SOGXAP,1.2565190246
SOGXAP,1.4023329745
SOKWAS01,0.0636896055
SOKWAS01,1.1103364292
SOKWAS01,2.683498538
SONTAR,0.0032434264
SONTAR,0.089214729
SONTAR,0.3359659477
SONTIZ,0.1739819322
SONTIZ,1.7387023352
SONTIZ,2.5733197982
SOPLAM,0.0024951862
SOPLAM,0.0620586166
SOPLAM,0.2464579029
SOPLOA,0.0027029126
SOPLOA,0.0684268807
SOPLOA,0.2749694757
SOPPOD,0.0001490395
SOPPOD,0.0042038505
SOPPOD,0.0160635208
SOSFAJ,0.0228420633
SOSFAJ,0.3495435347
SOSFAJ,0.7188827527
SOSSEA,0.0300368648
SOSSEA,0.5860721048
SOSSEA,1.4556792072
SOTTUR,0.243117894
SOTTUR,1.4491225717
SOTTUR,2.087914128
SOTWOP,0.0023086432
SOTWOP,0.0579141942
SOTWOP,0.2349149355
SOTWUV,0.1397576434
SOTWUV,1.5861259972
SOTWUV,2.8454584393
SOTXAC,0.142758971
SOTXAC,1.6760223898
SOTXAC,2.8612367585
SOVHAM,0.0028309994
SOVHAM,0.069630308
SOVHAM,0.2688101339
SOVHOA,0.0044464814
SOVHOA,0.109769678
SOVHOA,0.4115689398
SOXDAM,0.073077407
SOXDAM,1.2749525616
SOXDAM,2.8870312309
SOXHUI,0.0
SOXHUI,1.26231e-05
SOXHUI,3.04439e-05
SOZBIS,0.0001978024
SOZBIS,0.0049261922
SOZBIS,0.0195623511
SUGDIJ,0.0005315428
SUGDIJ,0.0136264854
SUGDIJ,0.0547294737
SUGVUM,0.0182548902
SUGVUM,0.4100959267
SUGVUM,1.3756925562
SUHHOT,1.2623357172
SUHHOT,1.4027505403
SUHHOT,1.523948559
SUJNUH,0.0009992074
SUJNUH,0.0245285901
SUJNUH,0.0986879792
SUKREX,1.0340047753
SUKREX,2.6296411731
SUKREX,2.9183342272
SUKRIB,1.4345660301
SUKRIB,2.782852466
SUKRIB,2.9616440447
SUKYIH,0.0016965263
SUKYIH,0.0418944476
SUKYIH,0.1592750682
SUNJER,0.0223867565
SUNJER,0.5205300594
SUNJER,1.6669397849
SUNJIV,1.3455489324
SUNJIV,3.7808069238
SUNJIV,4.7058679317
SUNJOB01,1.3008366025
SUNJOB01,3.7797902875
SUNJOB01,4.6514558638
SUNJOB,1.3193519491
SUNJOB,3.8274991839
SUNJOB,4.6645922011
SUWQEI,0.0036084829
SUWQEI,0.088423841
SUWQEI,0.3268669711
TACJIS,0.0354370663
TACJIS,0.6753004454
TACJIS,1.6917902588
TACPAP,0.0015571859
TACPAP,0.0384820575
TACPAP,0.1523561243
TACPET,0.0017502889
TACPET,0.0423918601
TACPET,0.1608910205
TACYAX,0.0007043875
TACYAX,0.0173414655
TACYAX,0.0686141053
TADCAE,0.7663857029
TADCAE,3.6325564702
TADYEE,0.0047466043
TADYEE,0.1116652972
TADYEE,0.4446407874
TADYII,0.0035277728
TADYII,0.0845575952
TADYII,0.3349245741
TAGBUZ,0.0270169823
TAGBUZ,0.549932764
TAGBUZ,1.5475988802
TAGTED,0.0045294208
TAGTED,0.110334061
TAGTED,0.425026159
TAKGOE,0.0023420589
TAKGOE,0.0564281552
TAKGOE,0.20816413
TAKGUK,0.0026784516
TAKGUK,0.0673705755
TAKGUK,0.2439548761
TAKHAR,0.0011804579
TAKHAR,0.0299976274
TAKHAR,0.1181231394
TAKHEV,0.0027904795
TAKHEV,0.0719090392
TAKHEV,0.2659222943
TAKTIL,0.0137804718
TAKTIL,0.3500424687
TAKTIL,1.7219870799
TAKTOR,0.004158547
TAKTOR,0.107810257
TAKTOR,0.4336440384
TAKVAF,0.004547767
TAKVAF,0.1138972456
TAKVAF,0.4759299571
TAKZEN,0.0059282207
TAKZEN,0.1261546585
TAKZEN,0.3978388185
TAPHOJ,0.0002825207
TAPHOJ,0.0072847081
TAPHOJ,0.0291568559
TAPKAY,0.046368418
TAPKAY,0.6837456685
TAPKAY,1.0718929126
TAPXIT01,0.0093357282
TAPXIT01,0.233045026
TAPXIT01,0.7399605585
TAQGEZ,0.0005751743
TAQGEZ,0.0150378579
TAQGEZ,0.0602613742
TARVUD,0.001979896
TARVUD,0.0522772552
TARVUD,0.2108731704
TARWAK,0.000823249
TARWAK,0.0191220996
TARWAK,0.0784097095
TARWEO,0.0076057618
TARWEO,0.1876704791
TARWEO,0.9641578196
TASXIW,0.0037506784
TASXIW,0.0877359111
TASXIW,0.3472082162
TATSIS,0.1064025081
TATSIS,1.0356189495
TATSIS,1.4448410769
TAVCIF,0.0366892111
TAVCIF,0.6927226132
TAVCIF,1.666625231
TAXHUX,0.0001239816
TAXHUX,0.0027880738
TAXHUX,0.0106170577
TAYNEN,0.0066217312
TAYNEN,0.1588410345
TAYNEN,0.5895745998
TAZSAP02,0.0355812761
TAZSAP02,0.84393148
TAZSAP02,1.9856005058
TEBCEK,0.0148777859
TEBCEK,0.2701303565
TEBCEK,0.5675767424
TEBFUD,0.3087290654
TEBFUD,1.9660686186
TEBFUD,2.2219469864
TEBSAW,0.007460197
TEBSAW,0.1783354462
TEBSAW,0.6267345214
TECTUS,0.0910913904
TECTUS,1.4920361639
TECTUS,3.0432326172
TECVEE,0.0231652584
TECVEE,0.5376689501
TECVEE,1.8076841471
TEDSIG,0.0116407188
TEDSIG,0.2710067007
TEDSIG,0.9779599005
TEHRUU,1.1659310333
TEJGAS,0.0376847172
TEJGAS,0.6327530678
TEJGAS,1.3363967808
TEJGEW,1.3489560353
TEJGEW,2.9257873961
TEJGIA01,1.3734720827
TEJGIA01,2.9769063958
TEJGIA,1.3698436808
TEJGIA,2.9972360075
TEJLOL,0.0035813695
TEJLOL,0.0879255854
TEJLOL,0.3582346017
TENLIJ,0.00821897
TENLIJ,0.2018905628
TENLIJ,0.7953686332
TERFUT,0.0021413342
TERFUT,0.0540965837
TERFUT,0.2209389281
TERNUA,0.0041390665
TERNUA,0.1030299212
TERNUA,0.4045590857
TESGOO,0.0011420042
TESGOO,0.0287801814
TESGOO,0.1130316118
TESGUU,0.0012246529
TESGUU,0.0290873219
TESGUU,0.1117566995
TESHAB,0.0009627458
TESHAB,0.024083724
TESHAB,0.097599198
TETWUM,0.0030120668
TETWUM,0.0766666718
TETWUM,0.2768963336
TEVZEA,0.0012548085
TEVZEA,0.0307939062
TEVZEA,0.1179363663
TEVZIE,0.0012648604
TEVZIE,0.0305828169
TEVZIE,0.1239183463
TEVZOK,0.0014067035
TEVZOK,0.0354412211
TEVZOK,0.1369656746
TEVZUQ,0.0012676526
TEVZUQ,0.0322899596
TEVZUQ,0.1247504179
TEWFUY,0.0109005004
TEWFUY,0.2658472308
TEWFUY,0.9085685393
TEXTOH,0.0199507338
TEXTOH,0.2928169975
TEXTOH,0.5882986294
TIDMEA,2.4470212075
TIDMEA,5.3760094579
TIDMEA,5.8931265541
TIFSIX_13_Cd_i,1.1645358822
TIFSIX_13_Cd_i,0.3323392354
TIFSIX_13_Cd_i,0.0142551242
TIFSIX_13_Co_i,1.9058837273
TIFSIX_13_Co_i,0.6427124278
TIFSIX_13_Co_i,0.0298285355
TIFSIX_13_Cu_i,1.9189156835
TIFSIX_13_Cu_i,0.6242959809
TIFSIX_13_Cu_i,0.0278569887
TIFSIX_13_Fe_i,1.5962134843
TIFSIX_13_Fe_i,0.4962573012
TIFSIX_13_Fe_i,0.022644667
TIFSIX_13_Ni_i,1.6384340791
TIFSIX_13_Ni_i,0.5121645735
TIFSIX_13_Ni_i,0.0229926368
TIFSIX_13_Zn_i,1.661596057
TIFSIX_13_Zn_i,0.5156879541
TIFSIX_13_Zn_i,0.0225749197
TIFSIX_14_Cd_i,1.3216120847
TIFSIX_14_Cd_i,0.5439883683
TIFSIX_14_Cd_i,0.0301666646
TIFSIX_14_Co_i,0.2161444342
TIFSIX_14_Co_i,0.0616567878
TIFSIX_14_Co_i,0.0024099232
TIFSIX_14_Cu_i,0.6318960844
TIFSIX_14_Cu_i,0.2256874683
TIFSIX_14_Cu_i,0.0109635351
TIFSIX_14_Fe_i,0.557239631
TIFSIX_14_Fe_i,0.1777459574
TIFSIX_14_Fe_i,0.0076020109
TIFSIX_14_Ni_i,0.4143534072
TIFSIX_14_Ni_i,0.1245843042
TIFSIX_14_Ni_i,0.0053778552
TIFSIX_14_Zn_i,0.5871764777
TIFSIX_14_Zn_i,0.1946979414
TIFSIX_14_Zn_i,0.0086769609
TIFSIX_15_Cd_i,0.8959076604
TIFSIX_15_Cd_i,0.2904609455
TIFSIX_15_Cd_i,0.0124605129
TIFSIX_15_Co_i,0.7645690732
TIFSIX_15_Co_i,0.2671692423
TIFSIX_15_Co_i,0.0119156947
TIFSIX_15_Cu_i,0.7793241745
TIFSIX_15_Cu_i,0.2556991252
TIFSIX_15_Cu_i,0.0125489963
TIFSIX_15_Fe_i,0.7828716074
TIFSIX_15_Fe_i,0.2528450221
TIFSIX_15_Fe_i,0.0110077235
TIFSIX_15_Ni_i,0.7760316688
TIFSIX_15_Ni_i,0.2463632243
TIFSIX_15_Ni_i,0.0113277901
TIFSIX_15_Zn_i,0.812814075
TIFSIX_15_Zn_i,0.2691112667
TIFSIX_15_Zn_i,0.012290737
TIFSIX_16_Cd_i,0.0704531763
TIFSIX_16_Cd_i,0.0173832555
TIFSIX_16_Cd_i,0.0007056017
TIFSIX_16_Co_i,0.0791972363
TIFSIX_16_Co_i,0.0197358984
TIFSIX_16_Co_i,0.0008216593
TIFSIX_16_Cu_i,0.0814613343
TIFSIX_16_Cu_i,0.0203166024
TIFSIX_16_Cu_i,0.0008430937
TIFSIX_16_Fe_i,0.0770396209
TIFSIX_16_Fe_i,0.0194955726
TIFSIX_16_Fe_i,0.0008208033
TIFSIX_16_Ni_i,0.0796928545
TIFSIX_16_Ni_i,0.0200417297
TIFSIX_16_Ni_i,0.0008016215
TIFSIX_16_Zn_i,0.0790984181
TIFSIX_16_Zn_i,0.0195330578
TIFSIX_16_Zn_i,0.000819544
TIFSIX_18_Cd,0.0633892718
TIFSIX_18_Cd,0.016562828
TIFSIX_18_Cd,0.0006442137
TIFSIX_18_Co,0.0483279995
TIFSIX_18_Co,0.0125582368
TIFSIX_18_Co,0.000499113
TIFSIX_18_Cu,0.0551639681
TIFSIX_18_Cu,0.0140631842
TIFSIX_18_Cu,0.0005503464
TIFSIX_18_Fe,0.0434222385
TIFSIX_18_Fe,0.0111133728
TIFSIX_18_Fe,0.0004682444
TIFSIX_18_Ni,0.0340225791
TIFSIX_18_Ni,0.0083782739
TIFSIX_18_Ni,0.0003337995
TIFSIX_18_Zn,0.0444340665
TIFSIX_18_Zn,0.0109402612
TIFSIX_18_Zn,0.0004480715
TIFSIX_1_Cd,0.1031775148
TIFSIX_1_Cd,0.0244373688
TIFSIX_1_Cd,0.0010295477
TIFSIX_1_Co,0.1278839255
TIFSIX_1_Co,0.0315171346
TIFSIX_1_Co,0.0012454399
TIFSIX_1_Cu,0.1302338458
TIFSIX_1_Cu,0.0316512903
TIFSIX_1_Cu,0.001261494
TIFSIX_1_Fe,0.0966075834
TIFSIX_1_Fe,0.0236491061
TIFSIX_1_Fe,0.0009412932
TIFSIX_1_Ni,0.1075385366
TIFSIX_1_Ni,0.0265238571
TIFSIX_1_Ni,0.0010946503
TIFSIX_1_Zn,0.1102504102
TIFSIX_1_Zn,0.0273221822
TIFSIX_1_Zn,0.0011123063
TIFSIX_2_Cd,0.0553696835
TIFSIX_2_Cd,0.0137570414
TIFSIX_2_Cd,0.000618235
TIFSIX_2_Cd_i,3.5922892657
TIFSIX_2_Cd_i,1.2559714686
TIFSIX_2_Cd_i,0.0546647555
TIFSIX_2_Co,0.0576876948
TIFSIX_2_Co,0.014985183
TIFSIX_2_Co,0.0005833415
TIFSIX_2_Co_i,1.8090845398
TIFSIX_2_Co_i,0.7559369741
TIFSIX_2_Co_i,0.0382012191
TIFSIX_2_Cu,0.0594343811
TIFSIX_2_Cu,0.0146489184
TIFSIX_2_Cu,0.0005920288
TIFSIX_2_Cu_i,2.2191877967
TIFSIX_2_Cu_i,0.853119231
TIFSIX_2_Cu_i,0.0447048177
TIFSIX_2_Fe,0.0509065538
TIFSIX_2_Fe,0.0134174101
TIFSIX_2_Fe,0.0005095462
TIFSIX_2_Fe_i,2.8616068877
TIFSIX_2_Fe_i,1.0072248635
TIFSIX_2_Fe_i,0.0467378887
TIFSIX_2_Ni,0.0522373263
TIFSIX_2_Ni,0.0131315619
TIFSIX_2_Ni,0.0005950628
TIFSIX_2_Ni_i,2.3420503167
TIFSIX_2_Ni_i,0.8699205305
TIFSIX_2_Ni_i,0.043933235
TIFSIX_2_Zn,0.053783232
TIFSIX_2_Zn,0.013314348
TIFSIX_2_Zn,0.0005088165
TIFSIX_2_Zn_i,2.740832961
TIFSIX_2_Zn_i,0.995444701
TIFSIX_2_Zn_i,0.0473407446
TIFSIX_3_Cd,2.1441944334
TIFSIX_3_Cd,1.8014416475
TIFSIX_3_Cd,0.2882721295
TIFSIX_3_Co,2.5712213951
TIFSIX_3_Co,2.4876161851
TIFSIX_3_Co,1.2514738057
TIFSIX_3_Cu,2.5615229173
TIFSIX_3_Cu,2.5379045655
TIFSIX_3_Cu,2.1964930285
TIFSIX_3_Fe,2.5336869988
TIFSIX_3_Fe,2.3118949968
TIFSIX_3_Fe,0.6033843295
TIFSIX_3_Ni,2.5819789006
TIFSIX_3_Ni,2.5173014276
TIFSIX_3_Ni,1.4866937574
TIFSIX_3_Zn,2.530424822
TIFSIX_3_Zn,2.4459239377
TIFSIX_3_Zn,1.1834089432
TIFSIX_4_Cd_i,1.7241762413
TIFSIX_4_Cd_i,0.59641863
TIFSIX_4_Cd_i,0.0293552876
TIFSIX_4_Co_i,1.6570422715
TIFSIX_4_Co_i,0.5634161685
TIFSIX_4_Co_i,0.0267256707
TIFSIX_4_Cu_i,1.7561941163
TIFSIX_4_Cu_i,0.6129885249
TIFSIX_4_Cu_i,0.0292300417
TIFSIX_4_Fe_i,1.7574227164
TIFSIX_4_Fe_i,0.6046370061
TIFSIX_4_Fe_i,0.027859972
TIFSIX_4_Ni_i,1.6803757047
TIFSIX_4_Ni_i,0.5969378563
TIFSIX_4_Ni_i,0.0290523211
TIFSIX_4_Zn_i,1.6809687615
TIFSIX_4_Zn_i,0.5711117582
TIFSIX_4_Zn_i,0.0272838401
TIFSIX_5_Cd_i,0.3795679205
TIFSIX_5_Cd_i,0.0986313479
TIFSIX_5_Cd_i,0.0040424473
TIFSIX_5_Co_i,0.7815985555
TIFSIX_5_Co_i,0.2035536194
TIFSIX_5_Co_i,0.0082209026
TIFSIX_5_Cu_i,0.7394912615
TIFSIX_5_Cu_i,0.1936235964
TIFSIX_5_Cu_i,0.0079624311
TIFSIX_5_Fe_i,0.6775499275
TIFSIX_5_Fe_i,0.1777735806
TIFSIX_5_Fe_i,0.0071710741
TIFSIX_5_Ni_i,0.7114656853
TIFSIX_5_Ni_i,0.1865502468
TIFSIX_5_Ni_i,0.0077651817
TIFSIX_5_Zn_i,0.6475156013
TIFSIX_5_Zn_i,0.1687303445
TIFSIX_5_Zn_i,0.0070530016
TIFSIX_6_Cd_i,0.8633155922
TIFSIX_6_Cd_i,0.222849111
TIFSIX_6_Cd_i,0.009135939
TIFSIX_6_Co_i,1.2267264032
TIFSIX_6_Co_i,0.3082600186
TIFSIX_6_Co_i,0.0128296207
TIFSIX_6_Cu_i,1.3194964877
TIFSIX_6_Cu_i,0.3280270245
TIFSIX_6_Cu_i,0.0133046123
TIFSIX_6_Fe_i,1.1483834089
TIFSIX_6_Fe_i,0.282298234
TIFSIX_6_Fe_i,0.0114338819
TIFSIX_6_Ni_i,1.2272540916
TIFSIX_6_Ni_i,0.3000854259
TIFSIX_6_Ni_i,0.0126713157
TIFSIX_6_Zn_i,1.2068094847
TIFSIX_6_Zn_i,0.3074384112
TIFSIX_6_Zn_i,0.0124433188
TIFSIX_7_Cd,0.0629549927
TIFSIX_7_Cd,0.0160021882
TIFSIX_7_Cd,0.0006282534
TIFSIX_7_Co,0.0681518948
TIFSIX_7_Co,0.0169342183
TIFSIX_7_Co,0.0006790402
TIFSIX_7_Cu,0.0675131508
TIFSIX_7_Cu,0.016962857
TIFSIX_7_Cu,0.0006709007
TIFSIX_7_Fe,0.0568360673
TIFSIX_7_Fe,0.0140939698
TIFSIX_7_Fe,0.0005356129
TIFSIX_7_Ni,0.0597534463
TIFSIX_7_Ni,0.0150039182
TIFSIX_7_Ni,0.000602361
TIFSIX_7_Zn,0.0607601218
TIFSIX_7_Zn,0.0151369595
TIFSIX_7_Zn,0.0006049148
TIKMUW,4.2025700613
TIKMUW,5.2358042193
TIKXER,3.89865e-05
TIKXER,0.0011600849
TIKXER,0.0059169086
TILDIC,0.0095361486
TILDIC,0.1983080198
TILDIC,0.6312950118
TILVUF,0.0002154524
TILVUF,0.0059340714
TILVUF,0.0241757113
TILWAM,0.0002617078
TILWAM,0.0066838946
TILWAM,0.026113566
TIQGIK,5.10633e-05
TIQGIK,0.0015036933
TIQGIK,0.0048767904
TIQGOQ,0.0021513817
TIQGOQ,0.0494319497
TIQGOQ,0.1716318951
TISKOW,0.0330846869
TISKOW,0.8149103969
TISKOW,2.3707363483
TISLIR,0.0033293956
TISLIR,0.082560139
TISLIR,0.3416615514
TISNEQ,0.001260587
TISNEQ,0.0301002706
TISNEQ,0.1151826846
TIVFAG,0.0003362152
TIVFAG,0.0056238306
TIVFAG,0.0248327951
TIVFEK,0.0001690793
TIVFEK,0.0039821093
TIVFEK,0.0143285
TIYZEG,0.0001006227
TIYZEG,0.0024081508
TIYZEG,0.0095430191
TIYZIK,7.45949e-05
TIYZIK,0.0018529728
TIYZIK,0.0072924477
TOBJUR,0.0022017635
TOBJUR,0.0571856783
TOBJUR,0.2153122294
TOBKAY,0.0846658585
TOBKAY,1.1970642677
TOBKAY,2.0028907962
TOBKEC,0.0890370083
TOBKEC,1.1913150536
TOBKEC,2.0196561471
TODVOZ,0.0371683187
TODVOZ,0.3154676287
TODVOZ,0.5356084626
TOFQEM,0.0072489096
TOFQEM,0.1770715356
TOFQEM,0.6509720466
TOHYUM,0.0077991732
TOHYUM,0.1800353103
TOHYUM,0.6783319011
TOKDON,0.0175633347
TOKDON,0.406063355
TOKDON,1.5442719209
TONBOO,0.0240433673
TONBOO,0.5146866893
TONBOO,1.3556101189
TONLOY,0.004758752
TONLOY,0.1110111415
TONLOY,0.4241548885
TONLOZ,0.1176546162
TONLOZ,1.528312429
TONLOZ,2.9240923318
TONMAM,0.0328488347
TONMAM,0.6664065103
TONMAM,1.574356322
TONMEQ,0.0381441249
TONMEQ,0.7652854833
TONMEQ,1.6643036696
TONQOD,0.0030085268
TONQOD,0.0747896056
TONQOD,0.2966707386
TORPUN,0.0228909522
TORPUN,0.4332082607
TORPUN,1.0018839334
TOTVUV,0.0011750785
TOTVUV,0.0278078711
TOTVUV,0.0946177363
TOTWAC,0.004209026
TOTWAC,0.0985030142
TOTWAC,0.3525233795
TOVHUJ,0.0010632313
TOVHUJ,0.0273433098
TOVHUJ,0.1088786728
TOWLIC,0.0009385414
TOWLIC,0.0239922338
TOWLIC,0.0955959776
TOXHAR,0.0038548305
TOXHAR,0.096627927
TOXHAR,0.3758213995
TOXMUQ,0.0329230026
TOXMUQ,0.8650862003
TOXMUQ,3.9083199561
TOXNEB,0.023705769
TOXNEB,0.6347903297
TOXNEB,3.2347183248
TOXNIF,0.023997187
TOXNIF,0.638368557
TOXNIF,3.2109301917
TOZHAR,0.0008401947
TOZHAR,0.020703854
TOZHAR,0.0814418298
TUBCEA,0.0076036971
TUBCEA,0.1913872892
TUBCEA,0.6633674103
TUBLIN,0.0089904456
TUBLIN,0.2194490822
TUBLIN,0.8022654413
TUFSUK,0.0550884653
TUFSUK,0.4319385071
TUFSUK,0.6252702742
TUFTAR,0.0024906521
TUFTAR,0.0628458706
TUFTAR,0.1960377455
TUKCUZ,0.0184695537
TUKCUZ,0.3698830749
TUKCUZ,0.9630562604
TUKDAG,2.7565e-06
TUKDAG,4.82381e-05
TUKDAG,0.0001736571
TULLIW,0.0038363697
TULLIW,0.0867425752
TULLIW,0.2611652258
TUMDAI,0.0953928436
TUMDAI,1.396152329
TUMDAI,2.4639626969
TUMGOX,4.6252042392
TUMGOX,5.8717217748
TUMGOX,6.0819712369
TUMGUD,0.2463738154
TUMGUD,2.7320620622
TUMGUD,3.8005351602
TUMQOJ,0.0743069465
TUMQOJ,1.237335864
TUMQOJ,2.5549758352
TUMRAW,0.1813149424
TUMRAW,1.7817877751
TUMRAW,2.4703504497
TUMREA,0.1576051598
TUMREA,1.7056360227
TUMREA,2.5275137049
TUMRIE,0.0407371761
TUMRIE,0.7717887637
TUMRIE,1.8472249894
TUMROK,0.0693298682
TUMROK,1.1548770764
TUMROK,2.2784745953
TUMRUQ,0.0662935031
TUMRUQ,1.1736519806
TUMRUQ,2.4760279026
TUPDOZ,0.0199081165
TUPDOZ,0.437371142
TUPDOZ,1.2984902759
TUTHOG,0.007033791
TUTHOG,0.1737737987
TUTHOG,0.6971173196
TUVDIX,0.003479512
TUVDIX,0.0845538814
TUVDIX,0.3317976586
TUVDOD,0.0036276406
TUVDOD,0.086161977
TUVDOD,0.357133316
TUVDUJ,0.0035758048
TUVDUJ,0.0829935971
TUVDUJ,0.3485626674
TUWPIL,0.0539731184
TUWPIL,1.1524643074
TUWPIL,2.6157878305
TUYFIE,0.0776959502
TUYFIE,1.4571380786
TUYFIE,3.1353795124
TUYHOL,0.1700416111
TUYHOL,1.2489679557
TUYHOL,1.7689416187
TUYNEI,0.0102469966
TUYNEI,0.2482421757
TUYNEI,0.8856110356
TUZVUH,0.0008448348
TUZVUH,0.0217301407
TUZVUH,0.085146555
UBACOR,0.0225920561
UBACOR,0.4173248044
UBACOR,1.1200482209
UBECEM,0.0236139351
UBECEM,0.524649562
UBECEM,1.5629020908
UBIPAY,0.0165118013
UBIPAY,0.4000496258
UBIPAY,1.5509967691
UBUROY,0.0021612999
UBUROY,0.0540565846
UBUROY,0.2183657407
UCAXEC,0.0076529955
UCAXEC,0.1841864798
UCAXEC,0.6240946588
UCEXAC,0.5604067427
UCEXAC,2.286804411
UCEXAC,3.2977943591
UCEXEG,0.5167546146
UCEXEG,2.1614375116
UCEXEG,3.213253607
UCEXIK,0.5369583551
UCEXIK,2.0813158861
UCEXIK,3.0936148605
UCEXOQ,0.4088590733
UCEXOQ,3.0584274897
UCUTIW,0.0045760143
UCUTIW,0.1185240613
UCUTIW,0.4846469352
UDEPIE,0.0026811969
UDEPIE,0.0657300776
UDEPIE,0.2484574069
UDICAN,0.1396985383
UDICAN,1.1265482646
UDICER,0.0055448169
UDICER,0.1394652085
UDICER,0.4928870181
UFENAW,0.0198131361
UFENAW,0.4386891946
UFENAW,1.4005047732
UFEXEJ,0.0012310938
UFEXEJ,0.0296449889
UFEXEJ,0.1161421925
UFEXIN,0.0011757834
UFEXIN,0.0296851769
UFEXIN,0.1157764738
UFOFIF,0.1910967163
UFOFIF,2.0434525587
UFOFIF,3.1839357313
UFUNAK,0.0043903123
UFUNAK,0.108438465
UFUNAK,0.3891805491
UFUNIS,0.0307464505
UFUNIS,0.6582934674
UFUNIS,1.7237673048
UGEPEB01,0.0030732066
UGEPEB01,0.0756336655
UGEPEB01,0.2938850217
UGEPEB,0.0031668706
UGEPEB,0.079765732
UGEPEB,0.2995197098
